,bus,control,capital_cost,p_nom_extendable,dispatch,p_nom,p_nom_opt,p_nom_max,efficiency,carrier,marginal_cost
RO offwind,RO,PQ,295041.156155,True,variable,0.0,4883.42722506,12769.4118953,1.0,offwind,0.02
RO solar,RO,PQ,76486.3103324,True,variable,0.0,26069.3194713,185750.85085,1.0,solar,0.01
RO OCGT,RO,PQ,47234.5614044,True,flexible,0.0,0.00839203880178,inf,0.39,OCGT,58.3846153846
RO ror,RO,PQ,0.0,False,variable,2703.01391007,2703.01391007,inf,1.0,ror,0.0
CZ onwind,CZ,Slack,136428.031355,True,variable,0.0,4353.7229729,83190.1068189,1.0,onwind,0.015
CZ solar,CZ,PQ,76486.3103324,True,variable,0.0,30793.4700338,60884.8108445,1.0,solar,0.01
CZ OCGT,CZ,PQ,47234.5614044,True,flexible,0.0,0.126981667463,inf,0.39,OCGT,58.3846153846
CZ ror,CZ,PQ,0.0,False,variable,221.0,221.0,inf,1.0,ror,0.0
HU onwind,HU,Slack,136428.031355,True,variable,0.0,2292.76064402,78289.8281731,1.0,onwind,0.015
HU solar,HU,PQ,76486.3103324,True,variable,0.0,29627.7320355,94185.2429926,1.0,solar,0.01
HU OCGT,HU,PQ,47234.5614044,True,flexible,0.0,1549.48454036,inf,0.39,OCGT,58.3846153846
HU ror,HU,PQ,0.0,False,variable,30.526315788,30.526315788,inf,1.0,ror,0.0
RS onwind,RS,Slack,136428.031355,True,variable,0.0,0.00656207261088,88984.8799134,1.0,onwind,0.015
RS solar,RS,PQ,76486.3103324,True,variable,0.0,24049.7317914,58296.5504528,1.0,solar,0.01
RS OCGT,RS,PQ,47234.5614044,True,flexible,0.0,3178.99105234,inf,0.39,OCGT,58.3846153846
RS ror,RS,PQ,0.0,False,variable,1749.7264437,1749.7264437,inf,1.0,ror,0.0
DE0 onwind,DE,Slack,136428.031355,True,variable,0.0,0.0056463853034,48167.1178737,1.0,onwind,0.015
DE1 onwind,DE,PQ,136428.031355,True,variable,0.0,0.00737764049395,88506.374424,1.0,onwind,0.015
DE2 onwind,DE,PQ,136428.031355,True,variable,0.0,57899.9570063,102391.237219,1.0,onwind,0.015
DE offwind,DE,PQ,295041.156155,True,variable,0.0,54056.4127999,54056.4129555,1.0,offwind,0.02
DE solar,DE,PQ,76486.3103324,True,variable,0.0,78695.9148983,289068.847367,1.0,solar,0.01
DE OCGT,DE,PQ,47234.5614044,True,flexible,0.0,10724.9603323,inf,0.39,OCGT,58.3846153846
DE ror,DE,PQ,0.0,False,variable,9992.86767571,9992.86767571,inf,1.0,ror,0.0
IE onwind,IE,Slack,136428.031355,True,variable,0.0,7137.14582001,56771.7314682,1.0,onwind,0.015
IE offwind,IE,PQ,295041.156155,True,variable,0.0,0.00316152859836,22268.6923413,1.0,offwind,0.02
IE solar,IE,PQ,76486.3103324,True,variable,0.0,915.232757851,54733.9027986,1.0,solar,0.01
IE OCGT,IE,PQ,47234.5614044,True,flexible,0.0,2201.16781991,inf,0.39,OCGT,58.3846153846
IE ror,IE,PQ,0.0,False,variable,106.0,106.0,inf,1.0,ror,0.0
SE0 onwind,SE,Slack,136428.031355,True,variable,0.0,0.00612680224674,29240.6923556,1.0,onwind,0.015
SE1 onwind,SE,PQ,136428.031355,True,variable,0.0,0.0061667271254,75816.758933,1.0,onwind,0.015
SE2 onwind,SE,PQ,136428.031355,True,variable,0.0,0.0066151110237,107551.822846,1.0,onwind,0.015
SE3 onwind,SE,PQ,136428.031355,True,variable,0.0,22234.1837144,132522.987771,1.0,onwind,0.015
SE offwind,SE,PQ,295041.156155,True,variable,0.0,0.00217942023843,111678.574219,1.0,offwind,0.02
SE solar,SE,PQ,76486.3103324,True,variable,0.0,0.0041907275484,60257.9665422,1.0,solar,0.01
SE OCGT,SE,PQ,47234.5614044,True,flexible,0.0,4346.0857668,inf,0.39,OCGT,58.3846153846
SE ror,SE,PQ,0.0,False,variable,6564.0,6564.0,inf,1.0,ror,0.0
DK onwind,DK,Slack,136428.031355,True,variable,0.0,12279.7830254,40474.0201608,1.0,onwind,0.015
DK offwind,DK,PQ,295041.156155,True,variable,0.0,0.0027835848751,106731.977939,1.0,offwind,0.02
DK solar,DK,PQ,76486.3103324,True,variable,0.0,0.0110105000485,42610.8250802,1.0,solar,0.01
DK OCGT,DK,PQ,47234.5614044,True,flexible,0.0,77.9414510186,inf,0.39,OCGT,58.3846153846
IT0 onwind,IT,Slack,136428.031355,True,variable,0.0,0.00363099373848,23384.262049,1.0,onwind,0.015
IT1 onwind,IT,PQ,136428.031355,True,variable,0.0,0.0051968973287,67457.003236,1.0,onwind,0.015
IT2 onwind,IT,PQ,136428.031355,True,variable,0.0,35294.0989517,71072.6451897,1.0,onwind,0.015
IT offwind,IT,PQ,295041.156155,True,variable,0.0,0.0028624848468,42004.716364,1.0,offwind,0.02
IT solar,IT,PQ,76486.3103324,True,variable,0.0,201161.124478,201161.125434,1.0,solar,0.01
IT OCGT,IT,PQ,47234.5614044,True,flexible,0.0,0.0959362087262,inf,0.39,OCGT,58.3846153846
IT ror,IT,PQ,0.0,False,variable,8752.0,8752.0,inf,1.0,ror,0.0
SI onwind,SI,Slack,136428.031355,True,variable,0.0,0.00352904708303,11210.9090865,1.0,onwind,0.015
SI solar,SI,PQ,76486.3103324,True,variable,0.0,7498.28770517,7498.2945251,1.0,solar,0.01
SI OCGT,SI,PQ,47234.5614044,True,flexible,0.0,0.00742124163485,inf,0.39,OCGT,58.3846153846
SI ror,SI,PQ,0.0,False,variable,500.0,500.0,inf,1.0,ror,0.0
ES0 onwind,ES,Slack,136428.031355,True,variable,0.0,0.00392222129013,37083.6019453,1.0,onwind,0.015
ES1 onwind,ES,PQ,136428.031355,True,variable,0.0,0.00460361839358,86839.3382404,1.0,onwind,0.015
ES2 onwind,ES,PQ,136428.031355,True,variable,0.0,0.00708221616678,78556.6936336,1.0,onwind,0.015
ES3 onwind,ES,PQ,136428.031355,True,variable,0.0,34321.4479679,93189.2333087,1.0,onwind,0.015
ES offwind,ES,PQ,295041.156155,True,variable,0.0,0.00333917403539,16168.535086,1.0,offwind,0.02
ES solar,ES,PQ,76486.3103324,True,variable,0.0,150380.953316,313481.541765,1.0,solar,0.01
ES OCGT,ES,PQ,47234.5614044,True,flexible,0.0,0.00504212558295,inf,0.39,OCGT,58.3846153846
ES ror,ES,PQ,0.0,False,variable,1044.35190926,1044.35190926,inf,1.0,ror,0.0
LU onwind,LU,Slack,136428.031355,True,variable,0.0,928.68441579,3785.23091705,1.0,onwind,0.015
LU solar,LU,PQ,76486.3103324,True,variable,0.0,2465.33713144,2465.33728361,1.0,solar,0.01
LU OCGT,LU,PQ,47234.5614044,True,flexible,0.0,357.673408454,inf,0.39,OCGT,58.3846153846
SK onwind,SK,Slack,136428.031355,True,variable,0.0,0.0111840907242,28992.8511218,1.0,onwind,0.015
SK solar,SK,PQ,76486.3103324,True,variable,0.0,17744.301985,28299.5866268,1.0,solar,0.01
SK OCGT,SK,PQ,47234.5614044,True,flexible,0.0,645.071921397,inf,0.39,OCGT,58.3846153846
SK ror,SK,PQ,0.0,False,variable,2520.0,2520.0,inf,1.0,ror,0.0
EE onwind,EE,Slack,136428.031355,True,variable,0.0,2310.68732116,36332.6363412,1.0,onwind,0.015
EE offwind,EE,PQ,295041.156155,True,variable,0.0,0.00722196586153,20260.117045,1.0,offwind,0.02
EE solar,EE,PQ,76486.3103324,True,variable,0.0,1236.71592361,16945.2028719,1.0,solar,0.01
EE OCGT,EE,PQ,47234.5614044,True,flexible,0.0,408.541464334,inf,0.39,OCGT,58.3846153846
LV onwind,LV,Slack,136428.031355,True,variable,0.0,1890.53047823,57263.7166119,1.0,onwind,0.015
LV offwind,LV,PQ,295041.156155,True,variable,0.0,0.00651346257053,17851.2780821,1.0,offwind,0.02
LV solar,LV,PQ,76486.3103324,True,variable,0.0,369.15559408,33978.6424987,1.0,solar,0.01
LV OCGT,LV,PQ,47234.5614044,True,flexible,0.0,23.8543387615,inf,0.39,OCGT,58.3846153846
LV ror,LV,PQ,0.0,False,variable,1580.0,1580.0,inf,1.0,ror,0.0
LT onwind,LT,Slack,136428.031355,True,variable,0.0,2142.4811847,46984.150817,1.0,onwind,0.015
LT offwind,LT,PQ,295041.156155,True,variable,0.0,0.0157975032037,4613.55480661,1.0,offwind,0.02
LT solar,LT,PQ,76486.3103324,True,variable,0.0,1613.82437591,50203.039979,1.0,solar,0.01
LT OCGT,LT,PQ,47234.5614044,True,flexible,0.0,70.7966736355,inf,0.39,OCGT,58.3846153846
LT ror,LT,PQ,0.0,False,variable,352.0,352.0,inf,1.0,ror,0.0
